"win_chance","craver","betting_rate","se","alpha","beta","K","lmbda"
0.2,1,0.200138888888889,0.0033343168519045,0.8,50,0.2,1.95
0.8,0,0.806796875,0.00201478737025863,0.8,50,0.2,1.95
0.8,1,0.845729166666667,0.00150504711352743,0.8,50,0.2,1.95
0.2,0,0.00177083333333333,0.000429132074290664,0.8,10,0.05,2
0.2,1,0.0500694444444444,0.00181746538936002,0.8,10,0.05,2
0.8,0,0.744010416666667,0.00222710502340707,0.8,10,0.05,2
0.8,1,0.759236111111111,0.00178146227927993,0.8,10,0.05,2
0.2,0,0.00270833333333333,0.000530455744225491,0.8,10,0.1,2
0.2,1,0.103819444444444,0.00254197305566828,0.8,10,0.1,2
0.8,0,0.746380208333333,0.00222030006109572,0.8,10,0.1,2
0.8,1,0.770746527777778,0.00175148441702724,0.8,10,0.1,2
0.2,0,0.003125,0.000569681829363504,0.8,10,0.2,2
0.2,1,0.199444444444444,0.00332997170842451,0.8,10,0.2,2
0.8,0,0.747942708333333,0.00221576573367166,0.8,10,0.2,2
0.8,1,0.796024305555556,0.001678977602498,0.8,10,0.2,2
0.2,0,0,0,0.8,20,0.05,2
0.2,1,0.0511111111111111,0.00183526666310647,0.8,20,0.05,2
0.8,0,0.757317708333333,0.00218775226663301,0.8,20,0.05,2
0.8,1,0.770086805555556,0.00175325189606603,0.8,20,0.05,2
0.2,0,0,0,0.8,20,0.1,2
0.2,1,0.0984722222222222,0.00248302024120209,0.8,20,0.1,2
0.8,0,0.756223958333333,0.00219109278804505,0.8,20,0.1,2
0.8,1,0.782916666666667,0.00171776416391956,0.8,20,0.1,2
0.2,0,0,0,0.8,20,0.2,2
0.2,1,0.200694444444444,0.00333778166934655,0.8,20,0.2,2
0.8,0,0.757395833333333,0.00218751291779165,0.8,20,0.2,2
0.8,1,0.805920138888889,0.00164789208878922,0.8,20,0.2,2
0.2,0,0,0,0.8,30,0.05,2
0.2,1,0.0502083333333333,0.0018198513457328,0.8,30,0.05,2
0.8,0,0.761822916666667,0.00217378729158249,0.8,30,0.05,2
0.8,1,0.774635416666667,0.00174094093127094,0.8,30,0.05,2
0.2,0,0,0,0.8,30,0.1,2
0.2,1,0.104930555555556,0.00255395467786473,0.8,30,0.1,2
0.8,0,0.765885416666667,0.00216090749843725,0.8,30,0.1,2
0.8,1,0.788576388888889,0.00170134016994193,0.8,30,0.1,2
0.2,0,0,0,0.8,30,0.2,2
0.2,1,0.198888888888889,0.00332648425793065,0.8,30,0.2,2
0.8,0,0.761770833333333,0.00217395063812735,0.8,30,0.2,2
0.8,1,0.809670138888889,0.00163568644563969,0.8,30,0.2,2
0.2,0,0,0,0.8,40,0.05,2
0.2,1,0.0491666666666667,0.00180186154243199,0.8,40,0.05,2
0.8,0,0.766796875,0.00215797988801298,0.8,40,0.05,2
0.8,1,0.778836805555556,0.00172930735557934,0.8,40,0.05,2
0.2,0,0,0,0.8,40,0.1,2
0.2,1,0.0947222222222222,0.00244034204838429,0.8,40,0.1,2
0.8,0,0.765546875,0.0021619913382032,0.8,40,0.1,2
0.8,1,0.790260416666667,0.00169635929677024,0.8,40,0.1,2
0.2,0,0,0,0.8,40,0.2,2
0.2,1,0.208263888888889,0.00338400540293694,0.8,40,0.2,2
0.8,0,0.7684375,0.00215267482958866,0.8,40,0.2,2
0.8,1,0.814652777777778,0.0016190931687911,0.8,40,0.2,2
0.2,0,0,0,0.8,50,0.05,2
0.2,1,0.0540277777777778,0.00188400295015709,0.8,50,0.05,2
0.8,0,0.775520833333333,0.00212924089115208,0.8,50,0.05,2
0.8,1,0.783611111111111,0.00171577485703375,0.8,50,0.05,2
0.2,0,0,0,0.8,50,0.1,2
0.2,1,0.09875,0.00248613681766115,0.8,50,0.1,2
0.8,0,0.770963541666667,0.00214441715573784,0.8,50,0.1,2
0.8,1,0.797690972222222,0.00167385370624912,0.8,50,0.1,2
0.2,0,0,0,0.8,50,0.2,2
0.2,1,0.195486111111111,0.00330490180819137,0.8,50,0.2,2
0.8,0,0.773020833333333,0.00213761082769471,0.8,50,0.2,2
0.8,1,0.813680555555556,0.00162236507065421,0.8,50,0.2,2
0.2,0,0.00270833333333333,0.000530455744225491,0.8,10,0.05,2.05
0.2,1,0.0534027777777778,0.00187369272627291,0.8,10,0.05,2.05
0.8,0,0.740598958333333,0.00223675001571493,0.8,10,0.05,2.05
0.8,1,0.751944444444444,0.00179953328842217,0.8,10,0.05,2.05
0.2,0,0.0028125,0.000540532339743299,0.8,10,0.1,2.05
0.2,1,0.103055555555556,0.00253368319370374,0.8,10,0.1,2.05
0.8,0,0.73984375,0.00223886124843186,0.8,10,0.1,2.05
0.8,1,0.762604166666667,0.00177287722607405,0.8,10,0.1,2.05
0.2,0,0.00229166666666667,0.000488050236868311,0.8,10,0.2,2.05
0.2,1,0.202291666666667,0.00334768737832004,0.8,10,0.2,2.05
0.8,0,0.738541666666667,0.00224248108261074,0.8,10,0.2,2.05
0.8,1,0.792048611111111,0.00169102239529907,0.8,10,0.2,2.05
0.2,0,0,0,0.8,20,0.05,2.05
0.2,1,0.0551388888888889,0.00190215904431315,0.8,20,0.05,2.05
0.8,0,0.742604166666667,0.00223110233015998,0.8,20,0.05,2.05
0.8,1,0.756944444444444,0.00178721708432238,0.8,20,0.05,2.05
0.2,0,0,0,0.8,20,0.1,2.05
0.2,1,0.0991666666666667,0.00249080033678388,0.8,20,0.1,2.05
0.8,0,0.742083333333333,0.00223257514404375,0.8,20,0.1,2.05
0.8,1,0.771371527777778,0.00174980433294399,0.8,20,0.1,2.05
0.2,0,0,0,0.8,20,0.2,2.05
0.2,1,0.199722222222222,0.00333171165214098,0.8,20,0.2,2.05
0.8,0,0.74546875,0.00222292760568562,0.8,20,0.2,2.05
0.8,1,0.795017361111111,0.00168205183244698,0.8,20,0.2,2.05
0.2,0,0,0,0.8,30,0.05,2.05
0.2,1,0.0511805555555556,0.00183644582046847,0.8,30,0.05,2.05
0.8,0,0.741692708333333,0.00223367704163883,0.8,30,0.05,2.05
0.8,1,0.754704861111111,0.00179277411396549,0.8,30,0.05,2.05
0.2,0,0,0,0.8,30,0.1,2.05
0.2,1,0.095,0.00244354266527045,0.8,30,0.1,2.05
0.8,0,0.740911458333333,0.0022358738759041,0.8,30,0.1,2.05
0.8,1,0.769635416666667,0.00175445771635778,0.8,30,0.1,2.05
0.2,0,0,0,0.8,30,0.2,2.05
0.2,1,0.200902777777778,0.00333907839396957,0.8,30,0.2,2.05
0.8,0,0.74390625,0.00222740215911265,0.8,30,0.2,2.05
0.8,1,0.794600694444444,0.00168331922640783,0.8,30,0.2,2.05
0.2,0,0,0,0.8,40,0.05,2.05
0.2,1,0.0495833333333333,0.0018090839297363,0.8,40,0.05,2.05
0.8,0,0.73921875,0.00224060195795667,0.8,40,0.05,2.05
0.8,1,0.753020833333333,0.00179690941649531,0.8,40,0.05,2.05
0.2,0,0,0,0.8,40,0.1,2.05
0.2,1,0.0997916666666667,0.00249777023878189,0.8,40,0.1,2.05
0.8,0,0.743645833333333,0.0022281442701726,0.8,40,0.1,2.05
0.8,1,0.765295138888889,0.00176590789381981,0.8,40,0.1,2.05
0.2,0,0,0,0.8,40,0.2,2.05
0.2,1,0.207152777777778,0.00337733366663606,0.8,40,0.2,2.05
0.8,0,0.739479166666667,0.00223987737866169,0.8,40,0.2,2.05
0.8,1,0.793229166666667,0.00168747172495239,0.8,40,0.2,2.05
0.2,0,0,0,0.8,50,0.05,2.05
0.2,1,0.0515972222222222,0.00184350111083802,0.8,50,0.05,2.05
0.8,0,0.736067708333333,0.00224928863975666,0.8,50,0.05,2.05
0.8,1,0.746041666666667,0.00181365761699904,0.8,50,0.05,2.05
0.2,0,0,0,0.8,50,0.1,2.05
0.2,1,0.0963194444444444,0.00245865893422999,0.8,50,0.1,2.05
0.8,0,0.735390625,0.00225113583179554,0.8,50,0.1,2.05
0.8,1,0.7634375,0.00177072950223402,0.8,50,0.1,2.05
0.2,0,0,0,0.8,50,0.2,2.05
0.2,1,0.199513888888889,0.00333040693042118,0.8,50,0.2,2.05
0.8,0,0.738697916666667,0.00224204805088111,0.8,50,0.2,2.05
0.8,1,0.788680555555556,0.0017010333376942,0.8,50,0.2,2.05
0.2,0,0.0021875,0.000476854082499519,0.8,10,0.05,2.1
0.2,1,0.0527083333333333,0.00186215288607193,0.8,10,0.05,2.1
0.8,0,0.73484375,0.00225262281964631,0.8,10,0.05,2.1
0.8,1,0.745659722222222,0.00181455627367965,0.8,10,0.05,2.1
0.2,0,0.0021875,0.000476854082499519,0.8,10,0.1,2.1
0.2,1,0.105486111111111,0.00255991189929102,0.8,10,0.1,2.1
0.8,0,0.733255208333333,0.00225691703817058,0.8,10,0.1,2.1
0.8,1,0.757743055555556,0.00178521952588024,0.8,10,0.1,2.1
0.2,0,0.00177083333333333,0.000429132074290664,0.8,10,0.2,2.1
0.2,1,0.198819444444444,0.00332604761637419,0.8,10,0.2,2.1
0.8,0,0.73140625,0.0022618683712569,0.8,10,0.2,2.1
0.8,1,0.787222222222222,0.00170531391272247,0.8,10,0.2,2.1
0.2,0,0,0,0.8,20,0.05,2.1
0.2,1,0.0526388888888889,0.00186099397657118,0.8,20,0.05,2.1
0.8,0,0.731276041666667,0.00226221516489997,0.8,20,0.05,2.1
0.8,1,0.743697916666667,0.00181914316433025,0.8,20,0.05,2.1
0.2,0,0,0,0.8,20,0.1,2.1
0.2,1,0.100138888888889,0.0025016293297554,0.8,20,0.1,2.1
0.8,0,0.733307291666667,0.00225677683540349,0.8,20,0.1,2.1
0.8,1,0.758819444444444,0.00178251379403311,0.8,20,0.1,2.1
0.2,0,0,0,0.8,20,0.2,2.1
0.2,1,0.194930555555556,0.00330134161409767,0.8,20,0.2,2.1
0.8,0,0.73140625,0.0022618683712569,0.8,20,0.2,2.1
0.8,1,0.78328125,0.00171672067334296,0.8,20,0.2,2.1
0.2,0,0,0,0.8,30,0.05,2.1
0.2,1,0.0502083333333333,0.0018198513457328,0.8,30,0.05,2.1
0.8,0,0.724973958333333,0.00227870526200314,0.8,30,0.05,2.1
0.8,1,0.735729166666667,0.00183728331863315,0.8,30,0.05,2.1
0.2,0,0,0,0.8,30,0.1,2.1
0.2,1,0.0984722222222222,0.00248302024120209,0.8,30,0.1,2.1
0.8,0,0.721223958333333,0.00228824666964683,0.8,30,0.1,2.1
0.8,1,0.748611111111111,0.00180756407754866,0.8,30,0.1,2.1
0.2,0,0,0,0.8,30,0.2,2.1
0.2,1,0.198194444444444,0.00332211072311401,0.8,30,0.2,2.1
0.8,0,0.721223958333333,0.00228824666964683,0.8,30,0.2,2.1
0.8,1,0.774618055555556,0.00174098847742815,0.8,30,0.2,2.1
0.2,0,0,0,0.8,40,0.05,2.1
0.2,1,0.0500694444444444,0.00181746538936002,0.8,40,0.05,2.1
0.8,0,0.708828125,0.00231838322070925,0.8,40,0.05,2.1
0.8,1,0.726388888888889,0.001857564870703,0.8,40,0.05,2.1
0.2,0,0,0,0.8,40,0.1,2.1
0.2,1,0.100138888888889,0.0025016293297554,0.8,40,0.1,2.1
0.8,0,0.70859375,0.00231893263493178,0.8,40,0.1,2.1
0.8,1,0.74140625,0.0018244403205895,0.8,40,0.1,2.1
0.2,0,0,0,0.8,40,0.2,2.1
0.2,1,0.196736111111111,0.0033128745997214,0.8,40,0.2,2.1
0.8,0,0.709817708333333,0.00231605522533711,0.8,40,0.2,2.1
0.8,1,0.771232638888889,0.00175017815920979,0.8,40,0.2,2.1
0.2,0,0,0,0.8,50,0.05,2.1
0.2,1,0.0493055555555556,0.00180427295968307,0.8,50,0.05,2.1
0.8,0,0.702864583333333,0.00233213175721452,0.8,50,0.05,2.1
0.8,1,0.714236111111111,0.00188242249457922,0.8,50,0.05,2.1
0.2,0,0,0,0.8,50,0.1,2.1
0.2,1,0.0979861111111111,0.00247755159440524,0.8,50,0.1,2.1
0.8,0,0.701588541666667,0.00233501155504183,0.8,50,0.1,2.1
0.8,1,0.731440972222222,0.00184672423368092,0.8,50,0.1,2.1
0.2,0,0,0,0.8,50,0.2,2.1
0.2,1,0.200277777777778,0.003335183996241,0.8,50,0.2,2.1
0.8,0,0.7034375,0.00233083171163738,0.8,50,0.2,2.1
0.8,1,0.762326388888889,0.00177359104544651,0.8,50,0.2,2.1
0.2,0,0.0815625,0.00279355401135372,1,10,0.05,1
0.2,1,0.124097222222222,0.00274753235994768,1,10,0.05,1
0.8,0,0.833776041666667,0.00189981607738132,1,10,0.05,1
0.8,1,0.841996527777778,0.0015197809413721,1,10,0.05,1
0.2,0,0.0802083333333333,0.00277230804657733,1,10,0.1,1
0.2,1,0.173194444444444,0.00315357021951085,1,10,0.1,1
0.8,0,0.833958333333333,0.00189898161940659,1,10,0.1,1
0.8,1,0.851024305555556,0.00148361501318211,1,10,0.1,1
0.2,0,0.0740625,0.00267286500276921,1,10,0.2,1
0.2,1,0.263958333333333,0.00367326890919857,1,10,0.2,1
0.8,0,0.834713541666667,0.00189551580219822,1,10,0.2,1
0.8,1,0.868871527777778,0.00140643223539284,1,10,0.2,1
0.2,0,0.0133333333333333,0.0011706891697436,1,20,0.05,1
0.2,1,0.0670833333333333,0.00208479125781634,1,20,0.05,1
0.8,0,0.902239583333333,0.00151559269399453,1,20,0.05,1
0.8,1,0.908836805555556,0.00119934809302643,1,20,0.05,1
0.2,0,0.0138541666666667,0.00119302015340468,1,20,0.1,1
0.2,1,0.112777777777778,0.00263609954444077,1,20,0.1,1
0.8,0,0.903072916666667,0.00150981600177756,1,20,0.1,1
0.8,1,0.912864583333333,0.00117514934633754,1,20,0.1,1
0.2,0,0.0132291666666667,0.00116616875232939,1,20,0.2,1
0.2,1,0.210416666666667,0.00339682277467282,1,20,0.2,1
0.8,0,0.900130208333333,0.00153006465581127,1,20,0.2,1
0.8,1,0.92203125,0.00111718638503329,1,20,0.2,1
0.2,0,0.00208333333333333,0.000465386223999872,1,30,0.05,1
0.2,1,0.055,0.00189990148914337,1,30,0.05,1
0.8,0,0.943489583333333,0.00117834605545775,1,30,0.05,1
0.8,1,0.944375,0.000954992104615049,1,30,0.05,1
0.2,0,0.00197916666666667,0.000453626055451423,1,30,0.1,1
0.2,1,0.105208333333333,0.00255693607137512,1,30,0.1,1
0.8,0,0.941848958333333,0.00119428897459586,1,30,0.1,1
0.8,1,0.948559027777778,0.000920405686384655,1,30,0.1,1
0.2,0,0.00291666666666667,0.000550422440710831,1,30,0.2,1
0.2,1,0.197986111111111,0.00332079557278245,1,30,0.2,1
0.8,0,0.94171875,0.00119554266815226,1,30,0.2,1
0.8,1,0.954409722222222,0.000869152682217195,1,30,0.2,1
0.2,0,0.000520833333333333,0.000232875211763295,1,40,0.05,1
0.2,1,0.0490972222222222,0.00180065434380328,1,40,0.05,1
0.8,0,0.965442708333333,0.000932122830787104,1,40,0.05,1
0.8,1,0.966319444444444,0.000751696469990821,1,40,0.05,1
0.2,0,0.000833333333333333,0.000294520378316972,1,40,0.1,1
0.2,1,0.103125,0.00253443859872264,1,40,0.1,1
0.8,0,0.964427083333333,0.000945223431944871,1,40,0.1,1
0.8,1,0.969670138888889,0.000714561725068712,1,40,0.1,1
0.2,0,0.000208333333333333,0.000147306239148403,1,40,0.2,1
0.2,1,0.200347222222222,0.00333561733326265,1,40,0.2,1
0.8,0,0.966536458333333,0.000917772656927149,1,40,0.2,1
0.8,1,0.972569444444444,0.000680565830599687,1,40,0.2,1
0.2,0,0.000104166666666667,0.000104166666666667,1,50,0.05,1
0.2,1,0.0475,0.00177260973930169,1,50,0.05,1
0.8,0,0.9803125,0.000708953251251421,1,50,0.05,1
0.8,1,0.980104166666667,0.000581848224062612,1,50,0.05,1
0.2,0,0.000104166666666667,0.000104166666666667,1,50,0.1,1
0.2,1,0.0984027777777778,0.00248224014836102,1,50,0.1,1
0.8,0,0.978515625,0.000739920887412743,1,50,0.1,1
0.8,1,0.981684027777778,0.000558718920814267,1,50,0.1,1
0.2,0,0.000208333333333333,0.000147306239148403,1,50,0.2,1
0.2,1,0.197083333333333,0.00331508005194221,1,50,0.2,1
0.8,0,0.979192708333333,0.000728420073900831,1,50,0.2,1
0.8,1,0.983333333333333,0.000533417529538139,1,50,0.2,1
