"win_chance","craver","betting_rate","se","alpha","beta","K","lmbda","n"
0.8,0,0.803880208333333,0.00202626583851857,0.8,50,0.2,1.95,4
0.8,1,0.847829861111111,0.00149662019457032,0.8,50,0.2,1.95,4
0.2,0,0.5034375,0.00510324882981388,1,0,0.05,1,0
0.2,1,0.526944444444444,0.0041607567154474,1,0,0.05,1,0
0.8,0,0.501666666666667,0.00255157086386716,1,0,0.05,1,0
0.8,1,0.52453125,0.0020808424595931,1,0,0.05,1,0
0.2,0,0.498125,0.00510333355501959,1,0,0.05,1,1
0.2,1,0.531458333333333,0.00415855599647569,1,0,0.05,1,1
0.8,0,0.500234375,0.00255158475905346,1,0,0.05,1,1
0.8,1,0.528038194444444,0.00208007322569473,1,0,0.05,1,1
0.2,0,0.499270833333333,0.00510336401144919,1,0,0.05,1,3
0.2,1,0.536111111111111,0.0041559299952702,1,0,0.05,1,3
0.8,0,0.501979166666667,0.00255156504966962,1,0,0.05,1,3
0.8,1,0.52171875,0.00208138503925487,1,0,0.05,1,3
0.2,0,0.497916666666667,0.0051033251379379,1,0,0.05,1,4
0.2,1,0.529930555555556,0.00415933907297832,1,0,0.05,1,4
0.8,0,0.50265625,0.0025515490328712,1,0,0.05,1,4
0.8,1,0.524861111111111,0.00208077449012715,1,0,0.05,1,4
0.2,0,0.501770833333333,0.00510333743130255,1,0,0.1,1,0
0.2,1,0.554027777777778,0.00414241407426775,1,0,0.1,1,0
0.8,0,0.50078125,0.00255158192464925,1,0,0.1,1,0
0.8,1,0.547847222222222,0.00207379041021291,1,0,0.1,1,0
0.2,0,0.502604166666667,0.00510330021886467,1,0,0.1,1,1
0.2,1,0.55625,0.00414035928455595,1,0,0.1,1,1
0.8,0,0.500442708333333,0.00255158403920507,1,0,0.1,1,1
0.8,1,0.553732638888889,0.00207128639303405,1,0,0.1,1,1
0.2,0,0.498125,0.00510333355501959,1,0,0.1,1,3
0.2,1,0.546319444444444,0.004148893111927,1,0,0.1,1,3
0.8,0,0.500703125,0.00255158251644819,1,0,0.1,1,3
0.8,1,0.548854166666667,0.00207338277555028,1,0,0.1,1,3
0.2,0,0.50375,0.00510322590392818,1,0,0.1,1,4
0.2,1,0.546388888888889,0.00414883922734377,1,0,0.1,1,4
0.8,0,0.498854166666667,0.00255157833924454,1,0,0.1,1,4
0.8,1,0.547986111111111,0.00207373469418709,1,0,0.1,1,4
0.2,0,0.50125,0.0051033534901577,1,0,0.2,1,0
0.2,1,0.597986111111111,0.00408601457501707,1,0,0.2,1,0
0.8,0,0.50203125,0.00255156398373197,1,0,0.2,1,0
0.8,1,0.596649305555556,0.00204405935440853,1,0,0.2,1,0
0.2,0,0.500208333333333,0.00510336899521127,1,0,0.2,1,1
0.2,1,0.604375,0.00407501248380623,1,0,0.2,1,1
0.8,0,0.502890625,0.00255154239839867,1,0,0.2,1,1
0.8,1,0.599861111111111,0.0020413772146374,1,0,0.2,1,1
0.2,0,0.5084375,0.00510264275438094,1,0,0.2,1,3
0.2,1,0.596666666666667,0.00408819666937265,1,0,0.2,1,3
0.8,0,0.501067708333333,0.00255157922175292,1,0,0.2,1,3
0.8,1,0.604965277777778,0.00203692663852908,1,0,0.2,1,3
0.2,0,0.503125,0.00510326976205436,1,0,0.2,1,4
0.2,1,0.605486111111111,0.00407302499766661,1,0,0.2,1,4
0.8,0,0.499973958333333,0.00255158503591817,1,0,0.2,1,4
0.8,1,0.600416666666667,0.00204090401718806,1,0,0.2,1,4
0.2,0,0.0797916666666667,0.00276572409571985,1,10,0.05,1,0
0.2,1,0.123402777777778,0.00274091991928336,1,10,0.05,1,0
0.8,0,0.835885416666667,0.00189010967071322,1,10,0.05,1,0
0.8,1,0.84234375,0.0015184231040779,1,10,0.05,1,0
0.2,0,0.0788541666666667,0.00275082855176728,1,10,0.05,1,1
0.2,1,0.125347222222222,0.00275936423578347,1,10,0.05,1,1
0.8,0,0.835260416666667,0.00189299721324345,1,10,0.05,1,1
0.8,1,0.844965277777778,0.00150808717751207,1,10,0.05,1,1
0.2,0,0.0792708333333333,0.00275746282683492,1,10,0.05,1,3
0.2,1,0.123819444444444,0.00274489075940286,1,10,0.05,1,3
0.8,0,0.835703125,0.00189095288181671,1,10,0.05,1,3
0.8,1,0.844496527777778,0.00150994631922001,1,10,0.05,1,3
0.2,0,0.0771875,0.00272406349285216,1,10,0.05,1,4
0.2,1,0.126597222222222,0.00277110643489595,1,10,0.05,1,4
0.8,0,0.837447916666667,0.00188284780328712,1,10,0.05,1,4
0.8,1,0.845572916666667,0.00150566999153649,1,10,0.05,1,4
0.2,0,0.0821875,0.00280328254828148,1,10,0.1,1,0
0.2,1,0.175277777777778,0.00316848103358957,1,10,0.1,1,0
0.8,0,0.832760416666667,0.00190445018880086,1,10,0.1,1,0
0.8,1,0.851579861111111,0.00148132937901361,1,10,0.1,1,0
0.2,0,0.0730208333333333,0.00265549436081235,1,10,0.1,1,1
0.2,1,0.167083333333333,0.00310886007675523,1,10,0.1,1,1
0.8,0,0.837916666666667,0.00188065718276113,1,10,0.1,1,1
0.8,1,0.848993055555556,0.00149191148464601,1,10,0.1,1,1
0.2,0,0.0741666666666667,0.00267459353751519,1,10,0.1,1,3
0.2,1,0.169375,0.00312579856454122,1,10,0.1,1,3
0.8,0,0.834791666666667,0.00189515646031593,1,10,0.1,1,3
0.8,1,0.853298611111111,0.00147421274123734,1,10,0.1,1,3
0.2,0,0.0748958333333333,0.00268665036129259,1,10,0.1,1,4
0.2,1,0.171458333333333,0.0031410171659822,1,10,0.1,1,4
0.8,0,0.8359375,0.00188986860004728,1,10,0.1,1,4
0.8,1,0.85140625,0.0014820444067407,1,10,0.1,1,4
0.2,0,0.0827083333333333,0.00281135288895055,1,10,0.2,1,0
0.2,1,0.264930555555556,0.00367759622015654,1,10,0.2,1,0
0.8,0,0.836197916666667,0.00188866222409368,1,10,0.2,1,0
0.8,1,0.864913194444444,0.00142424680996053,1,10,0.2,1,0
0.2,0,0.0759375,0.00270374559511879,1,10,0.2,1,1
0.2,1,0.262013888888889,0.00366454521782209,1,10,0.2,1,1
0.8,0,0.837317708333333,0.00188345531764346,1,10,0.2,1,1
0.8,1,0.867847222222222,0.00141108220545872,1,10,0.2,1,1
0.2,0,0.0778125,0.00273414349752226,1,10,0.2,1,3
0.2,1,0.268680555555556,0.00369407333891949,1,10,0.2,1,3
0.8,0,0.836328125,0.0018880583962826,1,10,0.2,1,3
0.8,1,0.867135416666667,0.00141429695226343,1,10,0.2,1,3
0.2,0,0.0785416666666667,0.00274583800373082,1,10,0.2,1,4
0.2,1,0.257986111111111,0.0036461792427137,1,10,0.2,1,4
0.8,0,0.83453125,0.00189635367582641,1,10,0.2,1,4
0.8,1,0.867465277777778,0.00141280887513125,1,10,0.2,1,4
0.2,0,0.0145833333333333,0.00122356024328473,1,20,0.05,1,0
0.2,1,0.0655555555555556,0.00206260149609341,1,20,0.05,1,0
0.8,0,0.900651041666667,0.00152651114548294,1,20,0.05,1,0
0.8,1,0.907586805555556,0.00120671193005216,1,20,0.05,1,0
0.2,0,0.0133333333333333,0.0011706891697436,1,20,0.05,1,1
0.2,1,0.0648611111111111,0.00205240982618668,1,20,0.05,1,1
0.8,0,0.904166666666667,0.00150218211163873,1,20,0.05,1,1
0.8,1,0.909583333333333,0.00119491777439713,1,20,0.05,1,1
0.2,0,0.0158333333333333,0.00127411171056299,1,20,0.05,1,3
0.2,1,0.0602777777777778,0.00198340863291504,1,20,0.05,1,3
0.8,0,0.902161458333333,0.00151613251888424,1,20,0.05,1,3
0.8,1,0.90703125,0.00120996316471637,1,20,0.05,1,3
0.2,0,0.0127083333333333,0.0011432837708677,1,20,0.05,1,4
0.2,1,0.0640277777777778,0.00204009094673511,1,20,0.05,1,4
0.8,0,0.901119791666667,0.00152330193355851,1,20,0.05,1,4
0.8,1,0.90828125,0.00120262926089436,1,20,0.05,1,4
0.2,0,0.0164583333333333,0.00129860273332056,1,20,0.1,1,0
0.2,1,0.112777777777778,0.00263609954444077,1,20,0.1,1,0
0.8,0,0.902552083333333,0.0015134304186773,1,20,0.1,1,0
0.8,1,0.912881944444444,0.00117504344392846,1,20,0.1,1,0
0.2,0,0.01375,0.00118858942329488,1,20,0.1,1,1
0.2,1,0.115972222222222,0.00266835605365992,1,20,0.1,1,1
0.8,0,0.9028125,0.00151162487469948,1,20,0.1,1,1
0.8,1,0.911128472222222,0.00118566953322666,1,20,0.1,1,1
0.2,0,0.0138541666666667,0.00119302015340468,1,20,0.1,1,3
0.2,1,0.113888888888889,0.00264739414031722,1,20,0.1,1,3
0.8,0,0.904114583333333,0.00150254697985996,1,20,0.1,1,3
0.8,1,0.912100694444444,0.00117979525026855,1,20,0.1,1,3
0.2,0,0.0140625,0.00120182978934695,1,20,0.1,1,4
0.2,1,0.113958333333333,0.00264809737800539,1,20,0.1,1,4
0.8,0,0.904583333333333,0.0014992582729006,1,20,0.1,1,4
0.8,1,0.913524305555556,0.00117111518127164,1,20,0.1,1,4
0.2,0,0.0175,0.00133835802704784,1,20,0.2,1,0
0.2,1,0.208125,0.00338317354136421,1,20,0.2,1,0
0.8,0,0.901015625,0.00152401600025288,1,20,0.2,1,0
0.8,1,0.921736111111111,0.00111911970159107,1,20,0.2,1,0
0.2,0,0.0123958333333333,0.00112931819442501,1,20,0.2,1,1
0.2,1,0.214236111111111,0.00341921338853543,1,20,0.2,1,1
0.8,0,0.900625,0.00152668912733681,1,20,0.2,1,1
0.8,1,0.922934027777778,0.00111124338369424,1,20,0.2,1,1
0.2,0,0.0154166666666667,0.00125750142335014,1,20,0.2,1,3
0.2,1,0.211111111111111,0.00340092691797689,1,20,0.2,1,3
0.8,0,0.90453125,0.00149962422937543,1,20,0.2,1,3
0.8,1,0.92265625,0.00111307673312091,1,20,0.2,1,3
0.2,0,0.0158333333333333,0.00127411171056299,1,20,0.2,1,4
0.2,1,0.214166666666667,0.00341881024036928,1,20,0.2,1,4
0.8,0,0.90515625,0.00149522372193717,1,20,0.2,1,4
0.8,1,0.921788194444444,0.00111877886906772,1,20,0.2,1,4
0.2,0,0.003125,0.000569681829363504,1,30,0.05,1,0
0.2,1,0.0527777777777778,0.00186331089502942,1,30,0.05,1,0
0.8,0,0.941666666666667,0.00119604367425686,1,30,0.05,1,0
0.8,1,0.946336805555556,0.000938974189820548,1,30,0.05,1,0
0.2,0,0.00229166666666667,0.000488050236868311,1,30,0.05,1,1
0.2,1,0.0508333333333333,0.0018305406084162,1,30,0.05,1,1
0.8,0,0.941197916666667,0.00120054067275979,1,30,0.05,1,1
0.8,1,0.9453125,0.000947380112548948,1,30,0.05,1,1
0.2,0,0.00302083333333333,0.000560135925799203,1,30,0.05,1,3
0.2,1,0.0513888888888889,0.00183997766640785,1,30,0.05,1,3
0.8,0,0.944244791666667,0.00117091417407426,1,30,0.05,1,3
0.8,1,0.946267361111111,0.000939547072061056,1,30,0.05,1,3
0.2,0,0.00333333333333333,0.000588303380058673,1,30,0.05,1,4
0.2,1,0.0541666666666667,0.00188628450484091,1,30,0.05,1,4
0.8,0,0.9421875,0.00119102146041256,1,30,0.05,1,4
0.8,1,0.946440972222222,0.000938114043159375,1,30,0.05,1,4
0.2,0,0.003125,0.000569681829363504,1,30,0.1,1,0
0.2,1,0.101944444444444,0.00252154787249143,1,30,0.1,1,0
0.8,0,0.943307291666667,0.00118013106025882,1,30,0.1,1,0
0.8,1,0.948524305555556,0.000920699415349926,1,30,0.1,1,0
0.2,0,0.00333333333333333,0.000588303380058673,1,30,0.1,1,1
0.2,1,0.105902777777778,0.00256436524805,1,30,0.1,1,1
0.8,0,0.94234375,0.00118950950335102,1,30,0.1,1,1
0.8,1,0.94875,0.000918788091345257,1,30,0.1,1,1
0.2,0,0.00270833333333333,0.000530455744225491,1,30,0.1,1,3
0.2,1,0.105,0.0025547005490818,1,30,0.1,1,3
0.8,0,0.94171875,0.00119554266815226,1,30,0.1,1,3
0.8,1,0.948385416666667,0.000921873168273115,1,30,0.1,1,3
0.2,0,0.00302083333333333,0.000560135925799203,1,30,0.1,1,4
0.2,1,0.102708333333333,0.00252990079948357,1,30,0.1,1,4
0.8,0,0.943880208333333,0.0011745094290893,1,30,0.1,1,4
0.8,1,0.947100694444444,0.000932643335451032,1,30,0.1,1,4
0.2,0,0.00302083333333333,0.000560135925799203,1,30,0.2,1,0
0.2,1,0.196458333333333,0.00331110735955058,1,30,0.2,1,0
0.8,0,0.942057291666667,0.00119227955263733,1,30,0.2,1,0
0.8,1,0.953385416666667,0.000878390608545821,1,30,0.2,1,0
0.2,0,0.0028125,0.000540532339743299,1,30,0.2,1,1
0.2,1,0.206180555555556,0.00337146420587193,1,30,0.2,1,1
0.8,0,0.943125,0.00118191263703162,1,30,0.2,1,1
0.8,1,0.952951388888889,0.000882269580629108,1,30,0.2,1,1
0.2,0,0.0028125,0.000540532339743299,1,30,0.2,1,3
0.2,1,0.206180555555556,0.00337146420587193,1,30,0.2,1,3
0.8,0,0.944453125,0.00116885344791868,1,30,0.2,1,3
0.8,1,0.951701388888889,0.000893326466352885,1,30,0.2,1,3
0.2,0,0.003125,0.000569681829363504,1,30,0.2,1,4
0.2,1,0.199305555555556,0.00332910079192575,1,30,0.2,1,4
0.8,0,0.943072916666667,0.00118242103149803,1,30,0.2,1,4
0.8,1,0.9540625,0.000872297483228848,1,30,0.2,1,4
0.2,0,0.0009375,0.000312369750958185,1,40,0.05,1,0
0.2,1,0.0492361111111111,0.00180306774706074,1,40,0.05,1,0
0.8,0,0.965963541666667,0.000925321369527083,1,40,0.05,1,0
0.8,1,0.966614583333333,0.000748509988520047,1,40,0.05,1,0
0.2,0,0.000625,0.00025508871929984,1,40,0.05,1,1
0.2,1,0.0529861111111111,0.0018667795353947,1,40,0.05,1,1
0.8,0,0.966614583333333,0.000916737748599498,1,40,0.05,1,1
0.8,1,0.967604166666667,0.000737710510596072,1,40,0.05,1,1
0.2,0,0.00135416666666667,0.000375343423579102,1,40,0.05,1,3
0.2,1,0.0504166666666667,0.00182342304891454,1,40,0.05,1,3
0.8,0,0.965755208333333,0.000928048849079116,1,40,0.05,1,3
0.8,1,0.968177083333333,0.000731374675392653,1,40,0.05,1,3
0.2,0,0.000520833333333333,0.000232875211763295,1,40,0.05,1,4
0.2,1,0.0526388888888889,0.00186099397657118,1,40,0.05,1,4
0.8,0,0.964635416666667,0.000942553297367264,1,40,0.05,1,4
0.8,1,0.967934027777778,0.000734070232348613,1,40,0.05,1,4
0.2,0,0.0003125,0.000180403162230618,1,40,0.1,1,0
0.2,1,0.100416666666667,0.00250470991464607,1,40,0.1,1,0
0.8,0,0.965,0.000937859369735662,1,40,0.1,1,0
0.8,1,0.96953125,0.000716144651654778,1,40,0.1,1,0
0.2,0,0.000729166666666667,0.000275512947749146,1,40,0.1,1,1
0.2,1,0.101180555555556,0.00251315105800778,1,40,0.1,1,1
0.8,0,0.966692708333333,0.000915701497056611,1,40,0.1,1,1
0.8,1,0.968975694444444,0.000722437039928189,1,40,0.1,1,1
0.2,0,0.000208333333333333,0.000147306239148403,1,40,0.1,1,3
0.2,1,0.101388888888889,0.00251544547585384,1,40,0.1,1,3
0.8,0,0.965520833333333,0.000931106262558022,1,40,0.1,1,3
0.8,1,0.968541666666667,0.000727309964405157,1,40,0.1,1,3
0.2,0,0.000208333333333333,0.000147306239148403,1,40,0.1,1,4
0.2,1,0.0988888888888889,0.0024876928339389,1,40,0.1,1,4
0.8,0,0.9665625,0.000917427836450018,1,40,0.1,1,4
0.8,1,0.96984375,0.000712577461098475,1,40,0.1,1,4
0.2,0,0.000833333333333333,0.000294520378316972,1,40,0.2,1,0
0.2,1,0.200833333333333,0.00333864630870568,1,40,0.2,1,0
0.8,0,0.965859375,0.000926686265231012,1,40,0.2,1,0
0.8,1,0.9721875,0.000685152992322458,1,40,0.2,1,0
0.2,0,0.000833333333333333,0.000294520378316972,1,40,0.2,1,1
0.2,1,0.203958333333333,0.00335793636336452,1,40,0.2,1,1
0.8,0,0.964479166666667,0.000944556718122766,1,40,0.2,1,1
0.8,1,0.971875,0.000688880670851811,1,40,0.2,1,1
0.2,0,0.000625,0.00025508871929984,1,40,0.2,1,3
0.2,1,0.205069444444444,0.00336471982426128,1,40,0.2,1,3
0.8,0,0.965494791666667,0.000931445260869843,1,40,0.2,1,3
0.8,1,0.972465277777778,0.000681820303760225,1,40,0.2,1,3
0.2,0,0.000729166666666667,0.000275512947749146,1,40,0.2,1,4
0.2,1,0.206736111111111,0.00337482181521453,1,40,0.2,1,4
0.8,0,0.966015625,0.000924638051530527,1,40,0.2,1,4
0.8,1,0.971215277777778,0.000696676726244066,1,40,0.2,1,4
0.2,0,0.0003125,0.000180403162230618,1,50,0.05,1,0
0.2,1,0.0497916666666667,0.00181268183786459,1,50,0.05,1,0
0.8,0,0.979114583333333,0.000729757176060669,1,50,0.05,1,0
0.8,1,0.980729166666667,0.000572818877070009,1,50,0.05,1,0
0.2,0,0.000208333333333333,0.000147306239148403,1,50,0.05,1,1
0.2,1,0.0509722222222222,0.00183290552445299,1,50,0.05,1,1
0.8,0,0.978932291666667,0.000732866750703139,1,50,0.05,1,1
0.8,1,0.980034722222222,0.000582842131969152,1,50,0.05,1,1
0.2,0,0.000104166666666667,0.000104166666666667,1,50,0.05,1,3
0.2,1,0.0474305555555556,0.00177137806789239,1,50,0.05,1,3
0.8,0,0.978177083333333,0.000745598768264991,1,50,0.05,1,3
0.8,1,0.980798611111111,0.000571806082912083,1,50,0.05,1,3
0.2,0,0,0,1,50,0.05,1,4
0.2,1,0.0522916666666667,0.00185518586180421,1,50,0.05,1,4
0.8,0,0.9790625,0.000730647097237319,1,50,0.05,1,4
0.8,1,0.980850694444444,0.000571045212273591,1,50,0.05,1,4
0.2,0,0,0,1,50,0.1,1,0
0.2,1,0.105625,0.00256139773221443,1,50,0.1,1,0
0.8,0,0.978255208333333,0.000744292688452958,1,50,0.1,1,0
0.8,1,0.981892361111111,0.000555591229513235,1,50,0.1,1,0
0.2,0,0,0,1,50,0.1,1,1
0.2,1,0.105069444444444,0.00255544607153587,1,50,0.1,1,1
0.8,0,0.980026041666667,0.000713988013086428,1,50,0.1,1,1
0.8,1,0.980763888888889,0.000572312722314462,1,50,0.1,1,1
0.2,0,0.000104166666666667,0.000104166666666667,1,50,0.1,1,3
0.2,1,0.099375,0.00249312701153502,1,50,0.1,1,3
0.8,0,0.979921875,0.000715809315409918,1,50,0.1,1,3
0.8,1,0.981197916666667,0.000565944473756148,1,50,0.1,1,3
0.2,0,0.000104166666666667,0.000104166666666667,1,50,0.1,1,4
0.2,1,0.101736111111111,0.002519262203078,1,50,0.1,1,4
0.8,0,0.980104166666667,0.0007126187213726,1,50,0.1,1,4
0.8,1,0.981354166666667,0.000563632870233045,1,50,0.1,1,4
0.2,0,0.000104166666666667,0.000104166666666667,1,50,0.2,1,0
0.2,1,0.202013888888889,0.00334597055658662,1,50,0.2,1,0
0.8,0,0.97890625,0.000733309802905004,1,50,0.2,1,0
0.8,1,0.983472222222222,0.000531227818858861,1,50,0.2,1,0
0.2,0,0,0,1,50,0.2,1,1
0.2,1,0.197916666666667,0.00332035687184185,1,50,0.2,1,1
0.8,0,0.979713541666667,0.000719436909642169,1,50,0.2,1,1
0.8,1,0.983038194444444,0.00053803900935459,1,50,0.2,1,1
0.2,0,0.000208333333333333,0.000147306239148403,1,50,0.2,1,3
0.2,1,0.197777777777778,0.00331947899333792,1,50,0.2,1,3
0.8,0,0.979609375,0.000721243277047921,1,50,0.2,1,3
0.8,1,0.982829861111111,0.000541275791644081,1,50,0.2,1,3
0.2,0,0.000208333333333333,0.000147306239148403,1,50,0.2,1,4
0.2,1,0.197986111111111,0.00332079557278245,1,50,0.2,1,4
0.8,0,0.977395833333333,0.000758524363676745,1,50,0.2,1,4
0.8,1,0.983350694444444,0.000533144341888334,1,50,0.2,1,4
